PFAM	KO	PATHWAY	PATHWAY NAME
PF10417		1	PF10417
PF12574		2	PF12574
PF09847		3	PF09847
PF00244		4	PF00244
PF16998		5	PF16998
PF00389		6	PF00389
PF02826		7	PF02826
PF00198		8	PF00198
PF16078		9	PF16078
PF04029		10	PF04029
PF16620		11	PF16620
PF05635		12	PF05635
PF08521		13	PF08521
PF08793		14	PF08793
PF11591		15	PF11591
PF01257		16	PF01257
PF08975		17	PF08975
PF03390		18	PF03390
PF03171		19	PF03171
PF13532		20	PF13532
PF13640		21	PF13640
PF13661		22	PF13661
PF13759		23	PF13759
PF10014		24	PF10014
PF13239		25	PF13239
PF13563		26	PF13563
PF03475		27	PF03475
PF06983		28	PF06983
PF06052		29	PF06052
PF12578		30	PF12578
PF17644		31	PF17644
PF11330		32	PF11330
PF00803		33	PF00803
PF01073		34	PF01073
PF06725		35	PF06725
PF02829		36	PF02829
PF10605		37	PF10605
PF00725		38	PF00725
PF02737		39	PF02737
PF18321		40	PF18321
PF16121		41	PF16121
PF16122		42	PF16122
PF04419		43	PF04419
PF17947		44	PF17947
PF03061		45	PF03061
PF13279		46	PF13279
PF13622		47	PF13622
PF12729		48	PF12729
PF04476		49	PF04476
PF18671		50	PF18671
PF17837		51	PF17837
PF05902		52	PF05902
PF01812		53	PF01812
PF06189		54	PF06189
PF09038		55	PF09038
PF03491		56	PF03491
PF07694		57	PF07694
PF01367		58	PF01367
PF02739		59	PF02739
PF05761		60	PF05761
PF02872		61	PF02872
PF02096		62	PF02096
PF01591		63	PF01591
PF00393		64	PF00393
PF02294		65	PF02294
PF07698		66	PF07698
PF07696		67	PF07696
PF07695		68	PF07695
PF07697		69	PF07697
PF00001		70	PF00001
PF00002		71	PF00002
PF00003		72	PF00003
PF13853		73	PF13853
PF02949		74	PF02949
PF08395		75	PF08395
PF02117		76	PF02117
PF10292		77	PF10292
PF02175		78	PF02175
PF10316		79	PF10316
PF10317		80	PF10317
PF10318		81	PF10318
PF10327		82	PF10327
PF10319		83	PF10319
PF10320		84	PF10320
PF10321		85	PF10321
PF10322		86	PF10322
PF10323		87	PF10323
PF10324		88	PF10324
PF10328		89	PF10328
PF10325		90	PF10325
PF10326		91	PF10326
PF14402		92	PF14402
PF17028		93	PF17028
PF07388		94	PF07388
PF07966		95	PF07966
PF08792		96	PF08792
PF00207		97	PF00207
PF07703		98	PF07703
PF07677		99	PF07677
PF00004		100	PF00004
PF09820		101	PF09820
PF12846		102	PF12846
PF13086		103	PF13086
PF13087		104	PF13087
PF13166		105	PF13166
PF13173		106	PF13173
PF13175		107	PF13175
PF13191		108	PF13191
PF13207		109	PF13207
PF13238		110	PF13238
PF13245		111	PF13245
PF07724		112	PF07724
PF13304		113	PF13304
PF13401		114	PF13401
PF13476		115	PF13476
PF13479		116	PF13479
PF13481		117	PF13481
PF13500		118	PF13500
PF13514		119	PF13514
PF13521		120	PF13521
PF13555		121	PF13555
PF07726		122	PF07726
PF13604		123	PF13604
PF13614		124	PF13614
PF13654		125	PF13654
PF13671		126	PF13671
PF13872		127	PF13872
PF14516		128	PF14516
PF07728		129	PF07728
PF12774		130	PF12774
PF12775		131	PF12775
PF12780		132	PF12780
PF12781		133	PF12781
PF14363		134	PF14363
PF16193		135	PF16193
PF09821		136	PF09821
PF17857		137	PF17857
PF17872		138	PF17872
PF18198		139	PF18198
PF17863		140	PF17863
PF17862		141	PF17862
PF17864		142	PF17864
PF17865		143	PF17865
PF17866		144	PF17866
PF17867		145	PF17867
PF17868		146	PF17868
PF17871		147	PF17871
PF08298		148	PF08298
PF18280		149	PF18280
PF04611		150	PF04611
PF03306		151	PF03306
PF05282		152	PF05282
PF08142		153	PF08142
PF03417		154	PF03417
PF07247		155	PF07247
PF13339		156	PF13339
PF00696		157	PF00696
PF00324		158	PF00324
PF13520		159	PF13520
PF13906		160	PF13906
PF08403		161	PF08403
PF06684		162	PF06684
PF01490		163	PF01490
PF07336		164	PF07336
PF12430		165	PF12430
PF02496		166	PF02496
PF14156		167	PF14156
PF00950		168	PF00950
PF03109		169	PF03109
PF01061		170	PF01061
PF12679		171	PF12679
PF12698		172	PF12698
PF12730		173	PF12730
PF13346		174	PF13346
PF06182		175	PF06182
PF09818		176	PF09818
PF09819		177	PF09819
PF16962		178	PF16962
PF00664		179	PF00664
PF06472		180	PF06472
PF13748		181	PF13748
PF04392		182	PF04392
PF00005		183	PF00005
PF09822		184	PF09822
PF03886		185	PF03886
PF06541		186	PF06541
PF14510		187	PF14510
PF16949		188	PF16949
PF16326		189	PF16326
PF12848		190	PF12848
PF12407		191	PF12407
PF05270		192	PF05270
PF18225		193	PF18225
PF03806		194	PF03806
PF00561		195	PF00561
PF02230		196	PF02230
PF07859		197	PF07859
PF08386		198	PF08386
PF12695		199	PF12695
PF12697		200	PF12697
PF12715		201	PF12715
PF06259		202	PF06259
PF10081		203	PF10081
PF15420		204	PF15420
PF04083		205	PF04083
PF08843		206	PF08843
PF09407		207	PF09407
PF09952		208	PF09952
PF11459		209	PF11459
PF17194		210	PF17194
PF13338		211	PF13338
PF10899		212	PF10899
PF16873		213	PF16873
PF14253		214	PF14253
PF18860		215	PF18860
PF18863		216	PF18863
PF18865		217	PF18865
PF18864		218	PF18864
PF07751		219	PF07751
PF14355		220	PF14355
PF07815		221	PF07815
PF16182		222	PF16182
PF03992		223	PF03992
PF09441		224	PF09441
PF05145		225	PF05145
PF14250		226	PF14250
PF18277		227	PF18277
PF07280		228	PF07280
PF05814		229	PF05814
PF05820		230	PF05820
PF16177		231	PF16177
PF13000		232	PF13000
PF00887		233	PF00887
PF03255		234	PF03255
PF08326		235	PF08326
PF13822		236	PF13822
PF16671		237	PF16671
PF14733		238	PF14733
PF06315		239	PF06315
PF00871		240	PF00871
PF09290		241	PF09290
PF08882		242	PF08882
PF02550		243	PF02550
PF13336		244	PF13336
PF00583		245	PF00583
PF13673		246	PF13673
PF13720		247	PF13720
PF13880		248	PF13880
PF03421		249	PF03421
PF17013		250	PF17013
PF05301		251	PF05301
PF17668		252	PF17668
PF18014		253	PF18014
PF18015		254	PF18015
PF00797		255	PF00797
PF13302		256	PF13302
PF13420		257	PF13420
PF13444		258	PF13444
PF13480		259	PF13480
PF13508		260	PF13508
PF13523		261	PF13523
PF13527		262	PF13527
PF14542		263	PF14542
PF08674		264	PF08674
PF15270		265	PF15270
PF03767		266	PF03767
PF12689		267	PF12689
PF05054		268	PF05054
PF00330		269	PF00330
PF06434		270	PF06434
PF11791		271	PF11791
PF00694		272	PF00694
PF01756		273	PF01756
PF06857		274	PF06857
PF05777		275	PF05777
PF06313		276	PF06313
PF01648		277	PF01648
PF04336		278	PF04336
PF08545		279	PF08545
PF08541		280	PF08541
PF10766		281	PF10766
PF00873		282	PF00873
PF01842		283	PF01842
PF09192		284	PF09192
PF05058		285	PF05058
PF16102		286	PF16102
PF00976		287	PF00976
PF00022		288	PF00022
PF14408		289	PF14408
PF17003		290	PF17003
PF11657		291	PF11657
PF11498		292	PF11498
PF01064		293	PF01064
PF16840		294	PF16840
PF10000		295	PF10000
PF13291		296	PF13291
PF13710		297	PF13710
PF13740		298	PF13740
PF13840		299	PF13840
PF18859		300	PF18859
PF01643		301	PF01643
PF00441		302	PF00441
PF08028		303	PF08028
PF12806		304	PF12806
PF02770		305	PF02770
PF02771		306	PF02771
PF14749		307	PF14749
PF12590		308	PF12590
PF12186		309	PF12186
PF12418		310	PF12418
PF00708		311	PF00708
PF01553		312	PF01553
PF16076		313	PF16076
PF02551		314	PF02551
PF00698		315	PF00698
PF02273		316	PF02273
PF01757		317	PF01757
PF16214		318	PF16214
PF09793		319	PF09793
PF10198		320	PF10198
PF16698		321	PF16698
PF08516		322	PF08516
PF17771		323	PF17771
PF05986		324	PF05986
PF10199		325	PF10199
PF01602		326	PF01602
PF00928		327	PF00928
PF02805		328	PF02805
PF06314		329	PF06314
PF17981		330	PF17981
PF17980		331	PF17980
PF13382		332	PF13382
PF03352		333	PF03352
PF04008		334	PF04008
PF02438		335	PF02438
PF03052		336	PF03052
PF02703		337	PF02703
PF01691		338	PF01691
PF01696		339	PF01696
PF04623		340	PF04623
PF06040		341	PF06040
PF05248		342	PF05248
PF03376		343	PF03376
PF04834		344	PF04834
PF03307		345	PF03307
PF02440		346	PF02440
PF02439		347	PF02439
PF05385		348	PF05385
PF04528		349	PF04528
PF06931		350	PF06931
PF04881		351	PF04881
PF01065		352	PF01065
PF03678		353	PF03678
PF02456		354	PF02456
PF00541		355	PF00541
PF01686		356	PF01686
PF03955		357	PF03955
PF03910		358	PF03910
PF01310		359	PF01310
PF05829		360	PF05829
PF00608		361	PF00608
PF02459		362	PF02459
PF03228		363	PF03228
PF16579		364	PF16579
PF01295		365	PF01295
PF00709		366	PF00709
PF12633		367	PF12633
PF04439		368	PF04439
PF16812		369	PF16812
PF09085		370	PF09085
PF04619		371	PF04619
PF16747		372	PF16747
PF03257		373	PF03257
PF18652		374	PF18652
PF08240		375	PF08240
PF16884		376	PF16884
PF13823		377	PF13823
PF00106		378	PF00106
PF13561		379	PF13561
PF00107		380	PF00107
PF13602		381	PF13602
PF11559		382	PF11559
PF15202		383	PF15202
PF06377		384	PF06377
PF00406		385	PF00406
PF05191		386	PF05191
PF05221		387	PF05221
PF00670		388	PF00670
PF08132		389	PF08132
PF02675		390	PF02675
PF07757		391	PF07757
PF01941		392	PF01941
PF03496		393	PF03496
PF18648		394	PF18648
PF04587		395	PF04587
PF03747		396	PF03747
PF10397		397	PF10397
PF08509		398	PF08509
PF16701		399	PF16701
PF06355		400	PF06355
PF17049		401	PF17049
PF01117		402	PF01117
PF05110		403	PF05110
PF14591		404	PF14591
PF14556		405	PF14556
PF05775		406	PF05775
PF15339		407	PF15339
PF03969		408	PF03969
PF07792		409	PF07792
PF08493		410	PF08493
PF01314		411	PF01314
PF02730		412	PF02730
PF02420		413	PF02420
PF18815		414	PF18815
PF03756		415	PF03756
PF08731		416	PF08731
PF11786		417	PF11786
PF11787		418	PF11787
PF11785		419	PF11785
PF12249		420	PF12249
PF12250		421	PF12250
PF04671		422	PF04671
PF17366		423	PF17366
PF17992		424	PF17992
PF05641		425	PF05641
PF07468		426	PF07468
PF18021		427	PF18021
PF17558		428	PF17558
PF17998		429	PF17998
PF18079		430	PF18079
PF09171		431	PF09171
PF05039		432	PF05039
PF10427		433	PF10427
PF18236		434	PF18236
PF18351		435	PF18351
PF18309		436	PF18309
PF06376		437	PF06376
PF18723		438	PF18723
PF18724		439	PF18724
PF18746		440	PF18746
PF04647		441	PF04647
PF05931		442	PF05931
PF04730		443	PF04730
PF18134		444	PF18134
PF11440		445	PF11440
PF06396		446	PF06396
PF09229		447	PF09229
PF17793		448	PF17793
PF14412		449	PF14412
PF18743		450	PF18743
PF17327		451	PF17327
PF00578		452	PF00578
PF13911		453	PF13911
PF08327		454	PF08327
PF09236		455	PF09236
PF01594		456	PF01594
PF15334		457	PF15334
PF01808		458	PF01808
PF18767		459	PF18767
PF16168		460	PF16168
PF14186		461	PF14186
PF08910		462	PF08910
PF18158		463	PF18158
PF14962		464	PF14962
PF14721		465	PF14721
PF04548		466	PF04548
PF13772		467	PF13772
PF06316		468	PF06316
PF10315		469	PF10315
PF11489		470	PF11489
PF01987		471	PF01987
PF17096		472	PF17096
PF17050		473	PF17050
PF16780		474	PF16780
PF03915		475	PF03915
PF10592		476	PF10592
PF00731		477	PF00731
PF00586		478	PF00586
PF02769		479	PF02769
PF15298		480	PF15298
PF14469		481	PF14469
PF15304		482	PF15304
PF10469		483	PF10469
PF10470		484	PF10470
PF04988		485	PF04988
PF05716		486	PF05716
PF12443		487	PF12443
PF00490		488	PF00490
PF01262		489	PF01262
PF05222		490	PF05222
PF06610		491	PF06610
PF11839		492	PF11839
PF00842		493	PF00842
PF01168		494	PF01168
PF09135		495	PF09135
PF01918		496	PF01918
PF04326		497	PF04326
PF08027		498	PF08027
PF16720		499	PF16720
PF17527		500	PF17527
PF11606		501	PF11606
PF00171		502	PF00171
PF01081		503	PF01081
PF00596		504	PF00596
PF01263		505	PF01263
PF00248		506	PF00248
PF11266		507	PF11266
PF01315		508	PF01315
PF02738		509	PF02738
PF03752		510	PF03752
PF12165		511	PF12165
PF15924		512	PF15924
PF08660		513	PF08660
PF05208		514	PF05208
PF03155		515	PF03155
PF11182		516	PF11182
PF13372		517	PF13372
PF05426		518	PF05426
PF08787		519	PF08787
PF16822		520	PF16822
PF13949		521	PF13949
PF06029		522	PF06029
PF14864		523	PF14864
PF14863		524	PF14863
PF00245		525	PF00245
PF03561		526	PF03561
PF05953		527	PF05953
PF06351		528	PF06351
PF05549		529	PF05549
PF04864		530	PF04864
PF15309		531	PF15309
PF18727		532	PF18727
PF11744		533	PF11744
PF04030		534	PF04030
PF06401		535	PF06401
PF06400		536	PF06400
PF00128		537	PF00128
PF02806		538	PF02806
PF02903		539	PF02903
PF09071		540	PF09071
PF07821		541	PF07821
PF04168		542	PF04168
PF14456		543	PF14456
PF06964		544	PF06964
PF09261		545	PF09261
PF17480		546	PF17480
PF08829		547	PF08829
PF02883		548	PF02883
PF02296		549	PF02296
PF01589		550	PF01589
PF00943		551	PF00943
PF01563		552	PF01563
PF03229		553	PF03229
PF18489		554	PF18489
PF02816		555	PF02816
PF01120		556	PF01120
PF02232		557	PF02232
PF09608		558	PF09608
PF17989		559	PF17989
PF15729		560	PF15729
PF15299		561	PF15299
PF10369		562	PF10369
PF16541		563	PF16541
PF11092		564	PF11092
PF02430		565	PF02430
PF07344		566	PF07344
PF03913		567	PF03913
PF17645		568	PF17645
PF12475		569	PF12475
PF05111		570	PF05111
PF02948		571	PF02948
PF15757		572	PF15757
PF12190		573	PF12190
PF04709		574	PF04709
PF01425		575	PF01425
PF12123		576	PF12123
PF01510		577	PF01510
PF01520		578	PF01520
PF05382		579	PF05382
PF12671		580	PF12671
PF02274		581	PF02274
PF01979		582	PF01979
PF04909		583	PF04909
PF07969		584	PF07969
PF12224		585	PF12224
PF09663		586	PF09663
PF11741		587	PF11741
PF10706		588	PF10706
PF10023		589	PF10023
PF00155		590	PF00155
PF00202		591	PF00202
PF01063		592	PF01063
PF00266		593	PF00266
PF12897		594	PF12897
PF01593		595	PF01593
PF02293		596	PF02293
PF10997		597	PF10997
PF01871		598	PF01871
PF00909		599	PF00909
PF14828		600	PF14828
PF10423		601	PF10423
PF02461		602	PF02461
PF04896		603	PF04896
PF03782		604	PF03782
PF00501		605	PF00501
PF13193		606	PF13193
PF14535		607	PF14535
PF17113		608	PF17113
PF16561		609	PF16561
PF04739		610	PF04739
PF05195		611	PF05195
PF12859		612	PF12859
PF03256		613	PF03256
PF15243		614	PF15243
PF17256		615	PF17256
PF08672		616	PF08672
PF12895		617	PF12895
PF12896		618	PF12896
PF12894		619	PF12894
PF12862		620	PF12862
PF04049		621	PF04049
PF12856		622	PF12856
PF10471		623	PF10471
PF01821		624	PF01821
PF02166		625	PF02166
PF06369		626	PF06369
PF03139		627	PF03139
PF09582		628	PF09582
PF01094		629	PF01094
PF12240		630	PF12240
PF08174		631	PF08174
PF16018		632	PF16018
PF00023		633	PF00023
PF07260		634	PF07260
PF18418		635	PF18418
PF12796		636	PF12796
PF13606		637	PF13606
PF13637		638	PF13637
PF13857		639	PF13857
PF03702		640	PF03702
PF00191		641	PF00191
PF18411		642	PF18411
PF04547		643	PF04547
PF16178		644	PF16178
PF10731		645	PF10731
PF00212		646	PF00212
PF03452		647	PF03452
PF03374		648	PF03374
PF08346		649	PF08346
PF03861		650	PF03861
PF07651		651	PF07651
PF09156		652	PF09156
PF03497		653	PF03497
PF05587		654	PF05587
PF04715		655	PF04715
PF10796		656	PF10796
PF15777		657	PF15777
PF02522		658	PF02522
PF08264		659	PF08264
PF11410		660	PF11410
PF11402		661	PF11402
PF11641		662	PF11641
PF16364		663	PF16364
PF09255		664	PF09255
PF08105		665	PF08105
PF08106		666	PF08106
PF08107		667	PF08107
PF08108		668	PF08108
PF08109		669	PF08109
PF08110		670	PF08110
PF08129		671	PF08129
PF08130		672	PF08130
PF08225		673	PF08225
PF08256		674	PF08256
PF14861		675	PF14861
PF16047		676	PF16047
PF16048		677	PF16048
PF16049		678	PF16049
PF16839		679	PF16839
PF08018		680	PF08018
PF08023		681	PF08023
PF08025		682	PF08025
PF08024		683	PF08024
PF08026		684	PF08026
PF08036		685	PF08036
PF08102		686	PF08102
PF08103		687	PF08103
PF08104		688	PF08104
PF03230		689	PF03230
PF02822		690	PF02822
PF03589		691	PF03589
PF05586		692	PF05586
PF15721		693	PF15721
PF03098		694	PF03098
PF18678		695	PF18678
PF01786		696	PF01786
PF15001		697	PF15001
PF15745		698	PF15745
PF00847		699	PF00847
PF14796		700	PF14796
PF06375		701	PF06375
PF14807		702	PF14807
PF11289		703	PF11289
PF17908		704	PF17908
PF02558		705	PF02558
PF08546		706	PF08546
PF02424		707	PF02424
PF05839		708	PF05839
PF05841		709	PF05841
PF18122		710	PF18122
PF14921		711	PF14921
PF05972		712	PF05972
PF05956		713	PF05956
PF16689		714	PF16689
PF05923		715	PF05923
PF18797		716	PF18797
PF16634		717	PF16634
PF16635		718	PF16635
PF16636		719	PF16636
PF16630		720	PF16630
PF16633		721	PF16633
PF18862		722	PF18862
PF16977		723	PF16977
PF15360		724	PF15360
PF04110		725	PF04110
PF04108		726	PF04108
PF04106		727	PF04106
PF04111		728	PF04111
PF17675		729	PF17675
PF04109		730	PF04109
PF01636		731	PF01636
PF06105		732	PF06105
PF14557		733	PF14557
PF04655		734	PF04655
PF05918		735	PF05918
PF00807		736	PF00807
PF11671		737	PF11671
PF05355		738	PF05355
PF05778		739	PF05778
PF05418		740	PF05418
PF04711		741	PF04711
PF12491		742	PF12491
PF18769		743	PF18769
PF18772		744	PF18772
PF18771		745	PF18771
PF18775		746	PF18775
PF18774		747	PF18774
PF05240		748	PF05240
PF08210		749	PF08210
PF04691		750	PF04691
PF15119		751	PF15119
PF01333		752	PF01333
PF16639		753	PF16639
PF05461		754	PF05461
PF01442		755	PF01442
PF15148		756	PF15148
PF07464		757	PF07464
PF11032		758	PF11032
PF09769		759	PF09769
PF05634		760	PF05634
PF10515		761	PF10515
PF12924		762	PF12924
PF12925		763	PF12925
PF02177		764	PF02177
PF12716		765	PF12716
PF12139		766	PF12139
PF01583		767	PF01583
PF03440		768	PF03440
PF10351		769	PF10351
PF06079		770	PF06079
PF01261		771	PF01261
PF07582		772	PF07582
PF16399		773	PF16399
PF12489		774	PF12489
PF09206		775	PF09206
PF12625		776	PF12625
PF02610		777	PF02610
PF11762		778	PF11762
PF04602		779	PF04602
PF14896		780	PF14896
PF17689		781	PF17689
PF02311		782	PF02311
PF14525		783	PF14525
PF06719		784	PF06719
PF06081		785	PF06081
PF11728		786	PF11728
PF10334		787	PF10334
PF10337		788	PF10337
PF09692		789	PF09692
PF09757		790	PF09757
PF03869		791	PF03869
PF18653		792	PF18653
PF12942		793	PF12942
PF01951		794	PF01951
PF01917		795	PF01917
PF04659		796	PF04659
PF18162		797	PF18162
PF06819		798	PF06819
PF06847		799	PF06847
PF08394		800	PF08394
PF03079		801	PF03079
PF07275		802	PF07275
PF07573		803	PF07573
PF17296		804	PF17296
PF00798		805	PF00798
PF17290		806	PF17290
PF00843		807	PF00843
PF06317		808	PF06317
PF00025		809	PF00025
PF14949		810	PF14949
PF03889		811	PF03889
PF06456		812	PF06456
PF01412		813	PF01412
PF00491		814	PF00491
PF00764		815	PF00764
PF01960		816	PF01960
PF15346		817	PF15346
PF08699		818	PF08699
PF16488		819	PF16488
PF16487		820	PF16487
PF16486		821	PF16486
PF11581		822	PF11581
PF17944		823	PF17944
PF17810		824	PF17810
PF01316		825	PF01316
PF02863		826	PF02863
PF03485		827	PF03485
PF15441		828	PF15441
PF01388		829	PF01388
PF06770		830	PF06770
PF15840		831	PF15840
PF11527		832	PF11527
PF15062		833	PF15062
PF18719		834	PF18719
PF00514		835	PF00514
PF09003		836	PF09003
PF12167		837	PF12167
PF13356		838	PF13356
PF14657		839	PF14657
PF17293		840	PF17293
PF10208		841	PF10208
PF04826		842	PF04826
PF16186		843	PF16186
PF16629		844	PF16629
PF18770		845	PF18770
PF18677		846	PF18677
PF18583		847	PF18583
PF07302		848	PF07302
PF11723		849	PF11723
PF15684		850	PF15684
PF05856		851	PF05856
PF12120		852	PF12120
PF02752		853	PF02752
PF00339		854	PF00339
PF04959		855	PF04959
PF02374		856	PF02374
PF17886		857	PF17886
PF02040		858	PF02040
PF03960		859	PF03960
PF06953		860	PF06953
PF03773		861	PF03773
PF11449		862	PF11449
PF09824		863	PF09824
PF01129		864	PF01129
PF18760		865	PF18760
PF18084		866	PF18084
PF01606		867	PF01606
PF00951		868	PF00951
PF02497		869	PF02497
PF16749		870	PF16749
PF01481		871	PF01481
PF04161		872	PF04161
PF01731		873	PF01731
PF05935		874	PF05935
PF14269		875	PF14269
PF17425		876	PF17425
PF00858		877	PF00858
PF04266		878	PF04266
PF08688		879	PF08688
PF08687		880	PF08687
PF04729		881	PF04729
PF01671		882	PF01671
PF05568		883	PF05568
PF05293		884	PF05293
PF06556		885	PF06556
PF15780		886	PF15780
PF15323		887	PF15323
PF09010		888	PF09010
PF08328		889	PF08328
PF14698		890	PF14698
PF05170		891	PF05170
PF13109		892	PF13109
PF13502		893	PF13502
PF03590		894	PF03590
PF01037		895	PF01037
PF17805		896	PF17805
PF00733		897	PF00733
PF00026		898	PF00026
PF06826		899	PF06826
PF05279		900	PF05279
PF16993		901	PF16993
PF16929		902	PF16929
PF03780		903	PF03780
PF16996		904	PF16996
PF17000		905	PF17000
PF00710		906	PF00710
PF01112		907	PF01112
PF17763		908	PF17763
PF06089		909	PF06089
PF17641		910	PF17641
PF14521		911	PF14521
PF05118		912	PF05118
PF02261		913	PF02261
PF01177		914	PF01177
PF14669		915	PF14669
PF09668		916	PF09668
PF13650		917	PF13650
PF06392		918	PF06392
PF07100		919	PF07100
PF04958		920	PF04958
PF01400		921	PF01400
PF04996		922	PF04996
PF04952		923	PF04952
PF18577		924	PF18577
PF03115		925	PF03115
PF12226		926	PF12226
PF16580		927	PF16580
PF13919		928	PF13919
PF15321		929	PF15321
PF14196		930	PF14196
PF04377		931	PF04377
PF04376		932	PF04376
PF16788		933	PF16788
PF07855		934	PF07855
PF10377		935	PF10377
PF10033		936	PF10033
PF10186		937	PF10186
PF08614		938	PF08614
PF12744		939	PF12744
PF11700		940	PF11700
PF09451		941	PF09451
PF18388		942	PF18388
PF13329		943	PF13329
PF09795		944	PF09795
PF16420		945	PF16420
PF02991		946	PF02991
PF09333		947	PF09333
PF03078		948	PF03078
PF07737		949	PF07737
PF03477		950	PF03477
PF02222		951	PF02222
PF08442		952	PF08442
PF02655		953	PF02655
PF13535		954	PF13535
PF13549		955	PF13549
PF18419		956	PF18419
PF00217		957	PF00217
PF02807		958	PF02807
PF01747		959	PF01747
PF00231		960	PF00231
PF05176		961	PF05176
PF00895		962	PF00895
PF00119		963	PF00119
PF00006		964	PF00006
PF00306		965	PF00306
PF02874		966	PF02874
PF16886		967	PF16886
PF00430		968	PF00430
PF00137		969	PF00137
PF01813		970	PF01813
PF00401		971	PF00401
PF02823		972	PF02823
PF05680		973	PF05680
PF04627		974	PF04627
PF08112		975	PF08112
PF01990		976	PF01990
PF05511		977	PF05511
PF04718		978	PF04718
PF03899		979	PF03899
PF04911		980	PF04911
PF05827		981	PF05827
PF16594		982	PF16594
PF06644		983	PF06644
PF07542		984	PF07542
PF12921		985	PF12921
PF11022		986	PF11022
PF02038		987	PF02038
PF06745		988	PF06745
PF12156		989	PF12156
PF01637		990	PF01637
PF09527		991	PF09527
PF18130		992	PF18130
PF14397		993	PF14397
PF15632		994	PF15632
PF14305		995	PF14305
PF14398		996	PF14398
PF12966		997	PF12966
PF03029		998	PF03029
PF03668		999	PF03668
PF01171		1000	PF01171
PF12424		1001	PF12424
PF10775		1002	PF10775
PF14960		1003	PF14960
PF05493		1004	PF05493
PF09830		1005	PF09830
PF16829		1006	PF16829
PF05353		1007	PF05353
PF03154		1008	PF03154
PF15445		1009	PF15445
PF06232		1010	PF06232
PF11263		1011	PF11263
PF03769		1012	PF03769
PF03768		1013	PF03768
PF18800		1014	PF18800
PF08037		1015	PF08037
PF11512		1016	PF11512
PF07287		1017	PF07287
PF09759		1018	PF09759
PF12547		1019	PF12547
PF08098		1020	PF08098
PF18461		1021	PF18461
PF02178		1022	PF02178
PF18637		1023	PF18637
PF15187		1024	PF15187
PF11583		1025	PF11583
PF09041		1026	PF09041
PF03472		1027	PF03472
PF00765		1028	PF00765
PF03987		1029	PF03987
PF10381		1030	PF10381
PF03986		1031	PF03986
PF03797		1032	PF03797
PF06677		1033	PF06677
PF15336		1034	PF15336
PF02041		1035	PF02041
PF05703		1036	PF05703
PF02519		1037	PF02519
PF05564		1038	PF05564
PF06507		1039	PF06507
PF02309		1040	PF02309
PF17198		1041	PF17198
PF03708		1042	PF03708
PF01382		1043	PF01382
PF11599		1044	PF11599
PF09794		1045	PF09794
PF05394		1046	PF05394
PF05655		1047	PF05655
PF11725		1048	PF11725
PF11529		1049	PF11529
PF18661		1050	PF18661
PF18241		1051	PF18241
PF18247		1052	PF18247
PF09143		1053	PF09143
PF11592		1054	PF11592
PF09046		1055	PF09046
PF16847		1056	PF16847
PF05627		1057	PF05627
PF06536		1058	PF06536
PF05512		1059	PF05512
PF17907		1060	PF17907
PF05448		1061	PF05448
PF08517		1062	PF08517
PF16646		1063	PF16646
PF08833		1064	PF08833
PF10211		1065	PF10211
PF03591		1066	PF03591
PF05437		1067	PF05437
PF16558		1068	PF16558
PF01356		1069	PF01356
PF02137		1070	PF02137
PF00962		1071	PF00962
PF08451		1072	PF08451
PF18424		1073	PF18424
PF09713		1074	PF09713
PF02216		1075	PF02216
PF04182		1076	PF04182
PF02246		1077	PF02246
PF02310		1078	PF02310
PF02607		1079	PF02607
PF06522		1080	PF06522
PF11473		1081	PF11473
PF09066		1082	PF09066
PF17623		1083	PF17623
PF02362		1084	PF02362
PF17057		1085	PF17057
PF03483		1086	PF03483
PF03484		1087	PF03484
PF01603		1088	PF01603
PF07162		1089	PF07162
PF07886		1090	PF07886
PF06989		1091	PF06989
PF08840		1092	PF08840
PF07234		1093	PF07234
PF02673		1094	PF02673
PF18138		1095	PF18138
PF18173		1096	PF18173
PF05791		1097	PF05791
PF05968		1098	PF05968
PF07707		1099	PF07707
PF13004		1100	PF13004
PF10432		1101	PF10432
PF12173		1102	PF12173
PF01721		1103	PF01721
PF10439		1104	PF10439
PF09221		1105	PF09221
PF11758		1106	PF11758
PF14406		1107	PF14406
PF04519		1108	PF04519
PF18483		1109	PF18483
PF08379		1110	PF08379
PF06143		1111	PF06143
PF04798		1112	PF04798
PF06096		1113	PF06096
PF04786		1114	PF04786
PF05274		1115	PF05274
PF04639		1116	PF04639
PF04850		1117	PF04850
PF12259		1118	PF12259
PF03258		1119	PF03258
PF04700		1120	PF04700
PF03273		1121	PF03273
PF04735		1122	PF04735
PF05290		1123	PF05290
PF07206		1124	PF07206
PF06385		1125	PF06385
PF03041		1126	PF03041
PF05847		1127	PF05847
PF04838		1128	PF04838
PF11792		1129	PF11792
PF06061		1130	PF06061
PF05314		1131	PF05314
PF05073		1132	PF05073
PF04766		1133	PF04766
PF05214		1134	PF05214
PF05112		1135	PF05112
PF04878		1136	PF04878
PF04583		1137	PF04583
PF08404		1138	PF08404
PF04513		1139	PF04513
PF04512		1140	PF04512
PF05311		1141	PF05311
PF05883		1142	PF05883
PF05789		1143	PF05789
PF04501		1144	PF04501
PF08475		1145	PF08475
PF04913		1146	PF04913
PF18612		1147	PF18612
PF02043		1148	PF02043
PF00308		1149	PF00308
PF08299		1150	PF08299
PF00216		1151	PF00216
