PFAM	KO	PATHWAY	PATHWAY NAME
PF14762		9399	PF14762
PF14761		9400	PF14761
PF15702		9401	PF15702
PF01627		9402	PF01627
PF10090		9403	PF10090
PF16960		9404	PF16960
PF01856		9405	PF01856
PF02521		9406	PF02521
PF02185		9407	PF02185
PF01628		9408	PF01628
PF03444		9409	PF03444
PF15758		9410	PF15758
PF00570		9411	PF00570
PF16954		9412	PF16954
PF16815		9413	PF16815
PF02793		9414	PF02793
PF09589		9415	PF09589
PF09613		9416	PF09613
PF09487		9417	PF09487
PF09502		9418	PF09502
PF09486		9419	PF09486
PF08482		9420	PF08482
PF06188		9421	PF06188
PF06266		9422	PF06266
PF07201		9423	PF07201
PF12210		9424	PF12210
PF13933		9425	PF13933
PF05514		9426	PF05514
PF07014		9427	PF07014
PF07231		9428	PF07231
PF02218		9429	PF02218
PF07529		9430	PF07529
PF12456		9431	PF12456
PF12296		9432	PF12296
PF06825		9433	PF06825
PF18256		9434	PF18256
PF07743		9435	PF07743
PF15244		9436	PF15244
PF12161		9437	PF12161
PF04313		9438	PF04313
PF13588		9439	PF13588
PF00447		9440	PF00447
PF14603		9441	PF14603
PF06350		9442	PF06350
PF18794		9443	PF18794
PF18795		9444	PF18795
PF12062		9445	PF12062
PF00011		9446	PF00011
PF01430		9447	PF01430
PF00012		9448	PF00012
PF00183		9449	PF00183
PF04119		9450	PF04119
PF03172		9451	PF03172
PF12149		9452	PF12149
PF04213		9453	PF04213
PF11534		9454	PF11534
PF00126		9455	PF00126
PF04967		9456	PF04967
PF08279		9457	PF08279
PF08461		9458	PF08461
PF11972		9459	PF11972
PF12324		9460	PF12324
PF12645		9461	PF12645
PF12728		9462	PF12728
PF12833		9463	PF12833
PF12844		9464	PF12844
PF12840		9465	PF12840
PF13276		9466	PF13276
PF13309		9467	PF13309
PF13384		9468	PF13384
PF13412		9469	PF13412
PF13413		9470	PF13413
PF13443		9471	PF13443
PF13463		9472	PF13463
PF13518		9473	PF13518
PF13551		9474	PF13551
PF01381		9475	PF01381
PF13556		9476	PF13556
PF13560		9477	PF13560
PF13565		9478	PF13565
PF13592		9479	PF13592
PF13601		9480	PF13601
PF13693		9481	PF13693
PF13730		9482	PF13730
PF13744		9483	PF13744
PF13936		9484	PF13936
PF14090		9485	PF14090
PF14493		9486	PF14493
PF14502		9487	PF14502
PF06224		9488	PF06224
PF09904		9489	PF09904
PF14641		9490	PF14641
PF14947		9491	PF14947
PF15977		9492	PF15977
PF16221		9493	PF16221
PF17906		9494	PF17906
PF18010		9495	PF18010
PF01022		9496	PF01022
PF18024		9497	PF18024
PF18558		9498	PF18558
PF18576		9499	PF18576
PF18606		9500	PF18606
PF18607		9501	PF18607
PF18622		9502	PF18622
PF18662		9503	PF18662
PF18679		9504	PF18679
PF01418		9505	PF01418
PF02796		9506	PF02796
PF02954		9507	PF02954
PF08221		9508	PF08221
PF18107		9509	PF18107
PF00165		9510	PF00165
PF13404		9511	PF13404
PF18768		9512	PF18768
PF08222		9513	PF08222
PF13545		9514	PF13545
PF08220		9515	PF08220
PF09339		9516	PF09339
PF08280		9517	PF08280
PF17007		9518	PF17007
PF12323		9519	PF12323
PF17762		9520	PF17762
PF05225		9521	PF05225
PF01527		9522	PF01527
PF13022		9523	PF13022
PF13613		9524	PF13613
PF12759		9525	PF12759
PF01710		9526	PF01710
PF13542		9527	PF13542
PF02316		9528	PF02316
PF09039		9529	PF09039
PF11427		9530	PF11427
PF01498		9531	PF01498
PF03221		9532	PF03221
PF02650		9533	PF02650
PF17909		9534	PF17909
PF09612		9535	PF09612
PF04204		9536	PF04204
PF18174		9537	PF18174
PF18175		9538	PF18175
PF14908		9539	PF14908
PF18289		9540	PF18289
PF14848		9541	PF14848
PF18291		9542	PF18291
PF15040		9543	PF15040
PF05393		9544	PF05393
PF08729		9545	PF08729
PF04955		9546	PF04955
PF13795		9547	PF13795
PF01455		9548	PF01455
PF04809		9549	PF04809
PF04005		9550	PF04005
PF05962		9551	PF05962
PF09021		9552	PF09021
PF11160		9553	PF11160
PF09749		9554	PF09749
PF17086		9555	PF17086
PF07536		9556	PF07536
PF01638		9557	PF01638
PF13787		9558	PF13787
PF07586		9559	PF07586
PF07449		9560	PF07449
PF07212		9561	PF07212
PF11046		9562	PF11046
PF09790		9563	PF09790
PF07450		9564	PF07450
PF01750		9565	PF01750
PF01968		9566	PF01968
PF02538		9567	PF02538
PF05378		9568	PF05378
PF18128		9569	PF18128
PF18133		9570	PF18133
PF17213		9571	PF17213
PF00702		9572	PF00702
PF07486		9573	PF07486
PF08282		9574	PF08282
PF12146		9575	PF12146
PF13344		9576	PF13344
PF13242		9577	PF13242
PF01185		9578	PF01185
PF06766		9579	PF06766
PF14547		9580	PF14547
PF06462		9581	PF06462
PF15311		9582	PF15311
PF01155		9583	PF01155
PF01924		9584	PF01924
PF17788		9585	PF17788
PF11765		9586	PF11765
PF09509		9587	PF09509
PF02494		9588	PF02494
PF15789		9589	PF15789
PF18582		9590	PF18582
PF12282		9591	PF12282
PF09458		9592	PF09458
PF03030		9593	PF03030
PF18372		9594	PF18372
PF07679		9595	PF07679
PF06776		9596	PF06776
PF04568		9597	PF04568
PF11924		9598	PF11924
PF01749		9599	PF01749
PF10416		9600	PF10416
PF03810		9601	PF03810
PF11422		9602	PF11422
PF01485		9603	PF01485
PF13956		9604	PF13956
PF03617		9605	PF03617
PF03622		9606	PF03622
PF03620		9607	PF03620
PF04629		9608	PF04629
PF03921		9609	PF03921
PF10480		9610	PF10480
PF06384		9611	PF06384
PF08426		9612	PF08426
PF05315		9613	PF05315
PF05862		9614	PF05862
PF00818		9615	PF00818
PF00463		9616	PF00463
PF01614		9617	PF01614
PF06761		9618	PF06761
PF06744		9619	PF06744
PF04140		9620	PF04140
PF18543		9621	PF18543
PF08858		9622	PF08858
PF03971		9623	PF03971
PF01231		9624	PF01231
PF05760		9625	PF05760
PF17335		9626	PF17335
PF11987		9627	PF11987
PF01008		9628	PF01008
PF08364		9629	PF08364
PF04760		9630	PF04760
PF00707		9631	PF00707
PF05198		9632	PF05198
PF01652		9633	PF01652
PF06140		9634	PF06140
PF00714		9635	PF00714
PF07140		9636	PF07140
PF07334		9637	PF07334
PF14754		9638	PF14754
PF05004		9639	PF05004
PF04836		9640	PF04836
PF16718		9641	PF16718
PF14931		9642	PF14931
PF15305		9643	PF15305
PF12317		9644	PF12317
PF10498		9645	PF10498
PF18383		9646	PF18383
PF00047		9647	PF00047
PF07095		9648	PF07095
PF08365		9649	PF08365
PF00219		9650	PF00219
PF14653		9651	PF14653
PF17517		9652	PF17517
PF01378		9653	PF01378
PF11550		9654	PF11550
PF00475		9655	PF00475
PF00218		9656	PF00218
PF09597		9657	PF09597
PF13895		9658	PF13895
PF13927		9659	PF13927
PF16680		9660	PF16680
PF16681		9661	PF16681
PF18452		9662	PF18452
PF17736		9663	PF17736
PF17737		9664	PF17737
PF18368		9665	PF18368
PF15097		9666	PF15097
PF17753		9667	PF17753
PF10430		9668	PF10430
PF16174		9669	PF16174
PF16530		9670	PF16530
PF15771		9671	PF15771
PF05049		9672	PF05049
PF18397		9673	PF18397
PF04762		9674	PF04762
PF12179		9675	PF12179
PF00340		9676	PF00340
PF00726		9677	PF00726
PF07400		9678	PF07400
PF03039		9679	PF03039
PF10420		9680	PF10420
PF03487		9681	PF03487
PF18001		9682	PF18001
PF02372		9683	PF02372
PF06083		9684	PF06083
PF16742		9685	PF16742
PF16556		9686	PF16556
PF16578		9687	PF16578
PF15037		9688	PF15037
PF02394		9689	PF02394
PF00715		9690	PF00715
PF14565		9691	PF14565
PF16649		9692	PF16649
PF15177		9693	PF15177
PF18707		9694	PF18707
PF15874		9695	PF15874
PF02059		9696	PF02059
PF15209		9697	PF15209
PF15225		9698	PF15225
PF15095		9699	PF15095
PF15036		9700	PF15036
PF18611		9701	PF18611
PF00727		9702	PF00727
PF09238		9703	PF09238
PF18258		9704	PF18258
PF02025		9705	PF02025
PF00489		9706	PF00489
PF09240		9707	PF09240
PF01415		9708	PF01415
PF00048		9709	PF00048
PF01787		9710	PF01787
PF15711		9711	PF15711
PF10311		9712	PF10311
PF08049		9713	PF08049
PF01450		9714	PF01450
PF00920		9715	PF00920
PF08046		9716	PF08046
PF07991		9717	PF07991
PF09779		9718	PF09779
PF14331		9719	PF14331
PF12314		9720	PF12314
PF08397		9721	PF08397
PF05046		9722	PF05046
PF12257		9723	PF12257
PF15655		9724	PF15655
PF15631		9725	PF15631
PF14430		9726	PF14430
PF15588		9727	PF15588
PF15560		9728	PF15560
PF15561		9729	PF15561
PF15562		9730	PF15562
PF15563		9731	PF15563
PF14426		9732	PF14426
PF15589		9733	PF15589
PF15564		9734	PF15564
PF15428		9735	PF15428
PF15590		9736	PF15590
PF14425		9737	PF14425
PF15565		9738	PF15565
PF15591		9739	PF15591
PF15566		9740	PF15566
PF15567		9741	PF15567
PF15568		9742	PF15568
PF15569		9743	PF15569
PF15592		9744	PF15592
PF15593		9745	PF15593
PF15570		9746	PF15570
PF15571		9747	PF15571
PF15572		9748	PF15572
PF15573		9749	PF15573
PF15574		9750	PF15574
PF15575		9751	PF15575
PF14423		9752	PF14423
PF15594		9753	PF15594
PF15595		9754	PF15595
PF15579		9755	PF15579
PF15580		9756	PF15580
PF15596		9757	PF15596
PF15581		9758	PF15581
PF15597		9759	PF15597
PF14434		9760	PF14434
PF15598		9761	PF15598
PF15599		9762	PF15599
PF15600		9763	PF15600
PF15582		9764	PF15582
PF15583		9765	PF15583
PF15585		9766	PF15585
PF15601		9767	PF15601
PF15602		9768	PF15602
PF15584		9769	PF15584
PF15603		9770	PF15603
PF15660		9771	PF15660
PF15586		9772	PF15586
PF15587		9773	PF15587
PF11480		9774	PF11480
PF14373		9775	PF14373
PF10688		9776	PF10688
PF18591		9777	PF18591
PF18590		9778	PF18590
PF18642		9779	PF18642
PF06812		9780	PF06812
PF18650		9781	PF18650
PF00478		9782	PF00478
PF07024		9783	PF07024
PF18773		9784	PF18773
PF18786		9785	PF18786
PF18806		9786	PF18806
PF18808		9787	PF18808
PF18816		9788	PF18816
PF18829		9789	PF18829
PF07826		9790	PF07826
PF00817		9791	PF00817
PF11799		9792	PF11799
PF11798		9793	PF11798
PF15761		9794	PF15761
PF15018		9795	PF15018
PF15142		9796	PF15142
PF17628		9797	PF17628
PF17627		9798	PF17627
PF03941		9799	PF03941
PF12178		9800	PF12178
PF17626		9801	PF17626
PF02387		9802	PF02387
PF04227		9803	PF04227
PF12998		9804	PF12998
PF02974		9805	PF02974
PF11417		9806	PF11417
PF12559		9807	PF12559
PF10465		9808	PF10465
PF08246		9809	PF08246
PF10466		9810	PF10466
PF03995		9811	PF03995
PF09394		9812	PF09394
PF10467		9813	PF10467
PF11714		9814	PF11714
PF16850		9815	PF16850
PF11405		9816	PF11405
PF10468		9817	PF10468
PF13734		9818	PF13734
PF12628		9819	PF12628
PF11720		9820	PF11720
PF05922		9821	PF05922
PF11555		9822	PF11555
PF04179		9823	PF04179
PF16928		9824	PF16928
PF12782		9825	PF12782
PF00876		9826	PF00876
PF14612		9827	PF14612
PF08193		9828	PF08193
PF01658		9829	PF01658
PF00459		9830	PF00459
PF11726		9831	PF11726
PF12634		9832	PF12634
PF18823		9833	PF18823
PF16776		9834	PF16776
PF05770		9835	PF05770
PF17927		9836	PF17927
PF08709		9837	PF08709
PF16748		9838	PF16748
PF07281		9839	PF07281
PF00049		9840	PF00049
PF17870		9841	PF17870
PF06757		9842	PF06757
PF03488		9843	PF03488
PF06090		9844	PF06090
PF16617		9845	PF16617
PF12835		9846	PF12835
PF02920		9847	PF02920
PF17921		9848	PF17921
PF02022		9849	PF02022
PF00357		9850	PF00357
PF08441		9851	PF08441
PF00362		9852	PF00362
PF08725		9853	PF08725
PF07965		9854	PF07965
PF14890		9855	PF14890
PF09294		9856	PF09294
PF00143		9857	PF00143
PF12354		9858	PF12354
PF09529		9859	PF09529
PF07979		9860	PF07979
PF01348		9861	PF01348
PF14750		9862	PF14750
PF10189		9863	PF10189
PF14838		9864	PF14838
PF14837		9865	PF14837
PF15300		9866	PF15300
PF18785		9867	PF18785
PF09134		9868	PF09134
PF03519		9869	PF03519
PF04741		9870	PF04741
PF00904		9871	PF00904
PF06994		9872	PF06994
PF10583		9873	PF10583
PF00552		9874	PF00552
PF00520		9875	PF00520
PF07885		9876	PF07885
PF08412		9877	PF08412
PF03278		9878	PF03278
PF09599		9879	PF09599
PF05925		9880	PF05925
PF06415		9881	PF06415
PF12333		9882	PF12333
PF11634		9883	PF11634
PF03770		9884	PF03770
PF04979		9885	PF04979
PF01715		9886	PF01715
PF01745		9887	PF01745
PF18203		9888	PF18203
PF18783		9889	PF18783
PF02121		9890	PF02121
PF00612		9891	PF00612
PF15157		9892	PF15157
PF16453		9893	PF16453
PF12185		9894	PF12185
PF06135		9895	PF06135
PF00605		9896	PF00605
PF11261		9897	PF11261
PF10401		9898	PF10401
PF01007		9899	PF01007
PF17655		9900	PF17655
PF08466		9901	PF08466
PF18673		9902	PF18673
PF04120		9903	PF04120
PF04362		9904	PF04362
PF10634		9905	PF10634
PF02174		9906	PF02174
PF06215		9907	PF06215
PF16625		9908	PF16625
PF11727		9909	PF11727
PF10281		9910	PF10281
PF02060		9911	PF02060
PF06437		9912	PF06437
PF00857		9913	PF00857
PF00180		9914	PF00180
PF18161		9915	PF18161
PF18045		9916	PF18045
PF04279		9917	PF04279
PF01128		9918	PF01128
PF18706		9919	PF18706
PF03398		9920	PF03398
PF01695		9921	PF01695
PF08483		9922	PF08483
PF06246		9923	PF06246
PF02189		9924	PF02189
PF10538		9925	PF10538
PF15907		9926	PF15907
PF06668		9927	PF06668
PF04183		9928	PF04183
PF01156		9929	PF01156
PF08816		9930	PF08816
PF08574		9931	PF08574
PF15005		9932	PF15005
PF16706		9933	PF16706
PF01608		9934	PF01608
PF01398		9935	PF01398
PF01419		9936	PF01419
PF07086		9937	PF07086
PF14804		9938	PF14804
PF17887		9939	PF17887
PF16034		9940	PF16034
PF05571		9941	PF05571
PF16135		9942	PF16135
PF15351		9943	PF15351
PF06585		9944	PF06585
PF17811		9945	PF17811
PF15261		9946	PF15261
PF16471		9947	PF16471
PF15038		9948	PF15038
PF14901		9949	PF14901
PF16668		9950	PF16668
PF02373		9951	PF02373
PF02375		9952	PF02375
PF15871		9953	PF15871
PF09744		9954	PF09744
PF02099		9955	PF02099
PF15392		9956	PF15392
PF15312		9957	PF15312
PF05439		9958	PF05439
PF03957		9959	PF03957
PF17054		9960	PF17054
PF01486		9961	PF01486
PF09080		9962	PF09080
PF02960		9963	PF02960
PF15352		9964	PF15352
PF02149		9965	PF02149
PF15354		9966	PF15354
PF07688		9967	PF07688
PF07689		9968	PF07689
PF05804		9969	PF05804
PF08810		9970	PF08810
PF07693		9971	PF07693
PF15222		9972	PF15222
PF08580		9973	PF08580
PF10541		9974	PF10541
PF14662		9975	PF14662
PF16197		9976	PF16197
PF13925		9977	PF13925
PF00050		9978	PF00050
PF07648		9979	PF07648
PF18434		9980	PF18434
PF14089		9981	PF14089
PF12309		9982	PF12309
PF16944		9983	PF16944
PF09303		9984	PF09303
PF16642		9985	PF16642
PF11956		9986	PF11956
PF03520		9987	PF03520
PF17818		9988	PF17818
PF06178		9989	PF06178
PF07071		9990	PF07071
PF03812		9991	PF03812
PF06293		9992	PF06293
PF11004		9993	PF11004
PF03814		9994	PF03814
PF02669		9995	PF02669
PF02702		9996	PF02702
PF04962		9997	PF04962
PF18758		9998	PF18758
PF08552		9999	PF08552
PF01344		10000	PF01344
PF07646		10001	PF07646
PF13415		10002	PF13415
PF13418		10003	PF13418
PF13854		10004	PF13854
PF13964		10005	PF13964
PF15796		10006	PF15796
PF02422		10007	PF02422
PF16208		10008	PF16208
PF16210		10009	PF16210
PF09775		10010	PF09775
PF01500		10011	PF01500
PF13885		10012	PF13885
PF04579		10013	PF04579
PF00109		10014	PF00109
PF13723		10015	PF13723
PF02801		10016	PF02801
PF11740		10017	PF11740
PF18790		10018	PF18790
PF10685		10019	PF10685
PF08872		10020	PF08872
PF11834		10021	PF11834
PF00013		10022	PF00013
PF17905		10023	PF17905
PF07650		10024	PF07650
PF13083		10025	PF13083
PF13184		10026	PF13184
PF15985		10027	PF15985
PF17214		10028	PF17214
PF17903		10029	PF17903
PF17904		10030	PF17904
PF14714		10031	PF14714
PF08065		10032	PF08065
PF15369		10033	PF15369
PF13879		10034	PF13879
PF03882		10035	PF03882
PF02524		10036	PF02524
PF12423		10037	PF12423
PF04383		10038	PF04383
PF10357		10039	PF10357
PF14531		10040	PF14531
PF18762		10041	PF18762
PF03618		10042	PF03618
PF16767		10043	PF16767
PF16474		10044	PF16474
PF18124		10045	PF18124
PF00225		10046	PF00225
PF16183		10047	PF16183
PF08568		10048	PF08568
PF08260		10049	PF08260
PF15033		10050	PF15033
PF07765		10051	PF07765
PF15152		10052	PF15152
PF02172		10053	PF02172
PF16987		10054	PF16987
PF15204		10055	PF15204
PF17383		10056	PF17383
PF17394		10057	PF17394
PF10205		10058	PF10205
PF03037		10059	PF03037
PF18131		10060	PF18131
PF18210		10061	PF18210
PF03790		10062	PF03790
PF03791		10063	PF03791
PF07827		10064	PF07827
PF12075		10065	PF12075
PF09762		10066	PF09762
PF16509		10067	PF16509
PF08535		10068	PF08535
PF06613		10069	PF06613
PF00467		10070	PF00467
PF09044		10071	PF09044
PF18176		10072	PF18176
PF08659		10073	PF08659
PF01352		10074	PF01352
PF14722		10075	PF14722
PF15287		10076	PF15287
PF17056		10077	PF17056
PF17097		10078	PF17097
PF05390		10079	PF05390
PF05178		10080	PF05178
PF12936		10081	PF12936
PF00051		10082	PF00051
PF11759		10083	PF11759
PF15034		10084	PF15034
PF15200		10085	PF15200
PF11049		10086	PF11049
PF07188		10087	PF07188
PF08433		10088	PF08433
PF13619		10089	PF13619
PF02735		10090	PF02735
PF00014		10091	PF00014
PF00197		10092	PF00197
PF03730		10093	PF03730
PF03731		10094	PF03731
PF08785		10095	PF08785
PF03521		10096	PF03521
PF10241		10097	PF10241
PF07941		10098	PF07941
PF13434		10099	PF13434
PF02705		10100	PF02705
PF05849		10101	PF05849
PF02442		10102	PF02442
PF02828		10103	PF02828
PF09058		10104	PF09058
PF09045		10105	PF09045
PF09060		10106	PF09060
PF09784		10107	PF09784
PF05047		10108	PF05047
PF05805		10109	PF05805
PF02448		10110	PF02448
PF05383		10111	PF05383
PF09220		10112	PF09220
PF07578		10113	PF07578
PF02502		10114	PF02502
PF00356		10115	PF00356
PF09330		10116	PF09330
PF00753		10117	PF00753
PF12706		10118	PF12706
PF13483		10119	PF13483
PF13691		10120	PF13691
PF14597		10121	PF14597
PF16661		10122	PF16661
PF02652		10123	PF02652
PF04369		10124	PF04369
PF09683		10125	PF09683
PF10282		10126	PF10282
PF09508		10127	PF09508
PF01306		10128	PF01306
PF06543		10129	PF06543
PF09271		10130	PF09271
PF00961		10131	PF00961
PF03161		10132	PF03161
PF14528		10133	PF14528
PF14527		10134	PF14527
PF18603		10135	PF18603
PF02264		10136	PF02264
PF06291		10137	PF06291
PF02061		10138	PF02061
PF06301		10139	PF06301
PF06805		10140	PF06805
PF03746		10141	PF03746
PF00052		10142	PF00052
PF00053		10143	PF00053
PF00054		10144	PF00054
PF02210		10145	PF02210
PF13385		10146	PF13385
PF06008		10147	PF06008
PF06009		10148	PF06009
PF00055		10149	PF00055
PF01299		10150	PF01299
PF06403		10151	PF06403
PF15454		10152	PF15454
PF16672		10153	PF16672
PF12544		10154	PF12544
PF05147		10155	PF05147
PF14867		10156	PF14867
PF14028		10157	PF14028
PF04738		10158	PF04738
PF05609		10159	PF05609
PF11560		10160	PF11560
PF06305		10161	PF06305
PF16448		10162	PF16448
PF10169		10163	PF10169
PF09861		10164	PF09861
PF14354		10165	PF14354
PF04031		10166	PF04031
PF15792		10167	PF15792
PF15234		10168	PF15234
PF15703		10169	PF15703
PF10279		10170	PF10279
PF17861		10171	PF17861
PF06907		10172	PF06907
PF00500		10173	PF00500
PF00513		10174	PF00513
PF02354		10175	PF02354
PF15658		10176	PF15658
PF15681		10177	PF15681
PF18177		10178	PF18177
PF15317		10179	PF15317
PF01273		10180	PF01273
PF02886		10181	PF02886
PF17386		10182	PF17386
PF17385		10183	PF17385
PF09465		10184	PF09465
PF02450		10185	PF02450
PF03815		10186	PF03815
PF09798		10187	PF09798
PF14672		10188	PF14672
PF15858		10189	PF15858
PF12197		10190	PF12197
PF18599		10191	PF18599
PF04072		10192	PF04072
PF11632		10193	PF11632
PF07216		10194	PF07216
PF09621		10195	PF09621
PF04792		10196	PF04792
PF13002		10197	PF13002
PF18306		10198	PF18306
PF02866		10199	PF02866
PF00056		10200	PF00056
PF02615		10201	PF02615
PF18566		10202	PF18566
PF00057		10203	PF00057
PF00058		10204	PF00058
PF12617		10205	PF12617
PF13940		10206	PF13940
PF17969		10207	PF17969
PF18163		10208	PF18163
PF18180		10209	PF18180
PF08252		10210	PF08252
PF08253		10211	PF08253
PF08254		10212	PF08254
PF08255		10213	PF08255
PF07359		10214	PF07359
PF03760		10215	PF03760
PF03168		10216	PF03168
PF03242		10217	PF03242
PF02987		10218	PF02987
PF00477		10219	PF00477
PF10714		10220	PF10714
PF15619		10221	PF15619
PF00059		10222	PF00059
PF18022		10223	PF18022
PF03388		10224	PF03388
PF00139		10225	PF00139
PF18560		10226	PF18560
PF03954		10227	PF03954
PF11467		10228	PF11467
PF05098		10229	PF05098
PF04941		10230	PF04941
PF05094		10231	PF05094
PF05612		10232	PF05612
PF18654		10233	PF18654
PF05150		10234	PF05150
PF07858		10235	PF07858
PF15042		10236	PF15042
PF03020		10237	PF03020
PF04011		10238	PF04011
PF08262		10239	PF08262
PF02998		10240	PF02998
PF05851		10241	PF05851
PF07401		10242	PF07401
PF04004		10243	PF04004
PF15221		10244	PF15221
PF06421		10245	PF06421
PF18227		10246	PF18227
PF18172		10247	PF18172
PF18640		10248	PF18640
PF02024		10249	PF02024
PF06328		10250	PF06328
PF07766		10251	PF07766
PF08502		10252	PF08502
PF14795		10253	PF14795
PF09127		10254	PF09127
PF07968		10255	PF07968
PF08054		10256	PF08054
PF03588		10257	PF03588
PF15294		10258	PF15294
PF01819		10259	PF01819
PF01726		10260	PF01726
PF11488		10261	PF11488
PF08310		10262	PF08310
PF08596		10263	PF08596
PF01790		10264	PF01790
PF00556		10265	PF00556
PF14411		10266	PF14411
PF16881		10267	PF16881
PF04991		10268	PF04991
PF17916		10269	PF17916
PF18641		10270	PF18641
PF10230		10271	PF10230
PF17971		10272	PF17971
PF18207		10273	PF18207
PF01291		10274	PF01291
PF16759		10275	PF16759
PF07746		10276	PF07746
PF00549		10277	PF00549
PF02900		10278	PF02900
PF13298		10279	PF13298
PF02834		10280	PF02834
PF18330		10281	PF18330
PF00060		10282	PF00060
PF10613		10283	PF10613
PF00412		10284	PF00412
PF15332		10285	PF15332
PF11608		10286	PF11608
PF01803		10287	PF01803
PF03353		10288	PF03353
PF09585		10289	PF09585
PF15306		10290	PF15306
PF10044		10291	PF10044
PF14695		10292	PF14695
PF14694		10293	PF14694
PF00538		10294	PF00538
PF04454		10295	PF04454
PF03583		10296	PF03583
PF15904		10297	PF15904
PF00151		10298	PF00151
PF03893		10299	PF03893
PF01674		10300	PF01674
PF01764		10301	PF01764
PF12262		10302	PF12262
PF18067		10303	PF18067
PF03280		10304	PF03280
PF00657		10305	PF00657
PF13472		10306	PF13472
PF14606		10307	PF14606
PF16255		10308	PF16255
PF12888		10309	PF12888
PF08557		10310	PF08557
PF16876		10311	PF16876
PF04571		10312	PF04571
PF12103		10313	PF12103
PF00061		10314	PF00061
PF08212		10315	PF08212
PF12702		10316	PF12702
PF13648		10317	PF13648
PF13924		10318	PF13924
PF14651		10319	PF14651
PF16585		10320	PF16585
PF17186		10321	PF17186
PF00820		10322	PF00820
PF03202		10323	PF03202
PF03260		10324	PF03260
PF03640		10325	PF03640
PF03923		10326	PF03923
PF04200		10327	PF04200
PF06804		10328	PF06804
PF13617		10329	PF13617
PF00921		10330	PF00921
PF13942		10331	PF13942
PF14041		10332	PF14041
PF17294		10333	PF17294
PF00938		10334	PF00938
PF01441		10335	PF01441
PF01540		10336	PF01540
PF02030		10337	PF02030
PF03180		10338	PF03180
PF07553		10339	PF07553
PF03305		10340	PF03305
PF08794		10341	PF08794
PF00305		10342	PF00305
PF03279		10343	PF03279
PF10437		10344	PF10437
PF07207		10345	PF07207
PF08513		10346	PF08513
PF16045		10347	PF16045
PF17814		10348	PF17814
PF14954		10349	PF14954
PF15478		10350	PF15478
PF06261		10351	PF06261
PF14945		10352	PF14945
PF08366		10353	PF08366
PF04791		10354	PF04791
PF06762		10355	PF06762
PF14421		10356	PF14421
PF04778		10357	PF04778
PF07988		10358	PF07988
PF01451		10359	PF01451
PF12211		10360	PF12211
PF18238		10361	PF18238
PF15419		10362	PF15419
PF08235		10363	PF08235
PF03195		10364	PF03195
PF18417		10365	PF18417
PF17990		10366	PF17990
PF10158		10367	PF10158
PF03548		10368	PF03548
PF16584		10369	PF16584
PF17131		10370	PF17131
PF03550		10371	PF03550
PF13774		10372	PF13774
PF18639		10373	PF18639
PF13337		10374	PF13337
PF05362		10375	PF05362
PF02190		10376	PF02190
PF04525		10377	PF04525
PF15847		10378	PF15847
PF08139		10379	PF08139
PF13627		10380	PF13627
PF18796		10381	PF18796
PF18824		10382	PF18824
PF18825		10383	PF18825
PF18827		10384	PF18827
PF18828		10385	PF18828
PF18830		10386	PF18830
PF18832		10387	PF18832
PF18834		10388	PF18834
PF18838		10389	PF18838
PF18839		10390	PF18839
PF18840		10391	PF18840
PF18842		10392	PF18842
PF18843		10393	PF18843
PF18847		10394	PF18847
PF18798		10395	PF18798
PF18850		10396	PF18850
PF18852		10397	PF18852
PF18853		10398	PF18853
PF18857		10399	PF18857
PF18858		10400	PF18858
PF18799		10401	PF18799
PF18821		10402	PF18821
PF03706		10403	PF03706
PF03067		10404	PF03067
PF13036		10405	PF13036
PF04728		10406	PF04728
PF10738		10407	PF10738
PF02169		10408	PF02169
PF16708		10409	PF16708
PF04348		10410	PF04348
PF07161		10411	PF07161
PF17301		10412	PF17301
PF07007		10413	PF07007
PF06835		10414	PF06835
PF04453		10415	PF04453
PF04390		10416	PF04390
PF03739		10417	PF03739
PF02684		10418	PF02684
PF03331		10419	PF03331
PF04613		10420	PF04613
PF06230		10421	PF06230
PF17930		10422	PF17930
PF02606		10423	PF02606
PF04970		10424	PF04970
PF03788		10425	PF03788
PF04172		10426	PF04172
PF15741		10427	PF15741
PF15176		10428	PF15176
PF15779		10429	PF15779
PF14914		10430	PF14914
PF01463		10431	PF01463
PF09738		10432	PF09738
PF01462		10433	PF01462
PF08263		10434	PF08263
PF00560		10435	PF00560
PF18805		10436	PF18805
PF18831		10437	PF18831
PF18837		10438	PF18837
PF07723		10439	PF07723
PF07725		10440	PF07725
PF12799		10441	PF12799
PF13306		10442	PF13306
PF13516		10443	PF13516
PF13855		10444	PF13855
PF14580		10445	PF14580
PF08191		10446	PF08191
PF18779		10447	PF18779
PF10422		10448	PF10422
PF01816		10449	PF01816
PF05484		10450	PF05484
PF18139		10451	PF18139
PF18171		10452	PF18171
PF01423		10453	PF01423
PF12701		10454	PF12701
PF06741		10455	PF06741
PF14894		10456	PF14894
PF05391		10457	PF05391
PF16605		10458	PF16605
PF06049		10459	PF06049
PF05624		10460	PF05624
PF11774		10461	PF11774
PF14067		10462	PF14067
PF05083		10463	PF05083
PF06453		10464	PF06453
PF00932		10465	PF00932
PF14368		10466	PF14368
PF06772		10467	PF06772
PF17446		10468	PF17446
PF17455		10469	PF17455
PF04180		10470	PF04180
PF07813		10471	PF07813
PF03194		10472	PF03194
PF10284		10473	PF10284
